분류,이름,주소,전화번호,대표사진주소
"육류,고기",정직한돈 본점,제주특별자치도 제주시 애월읍 애월해안로 253,064-799-5027,","
한식,태광식당,제주특별자치도 제주시 탑동로 144,064-751-1071,",,"
국수,효퇴국수,제주특별자치도 제주시 서사로 122-1,064-721-8779,",,"
해장국,은희네해장국 2호점,제주특별자치도 제주시 연북로 178,064-745-5705,",,"
해장국,제주순풍 신제주본점,제주특별자치도 제주시 진군남4길 7-8 1층 1호,064-748-9944,",,"
"육류,고기",돈고팡 본점,제주특별자치도 제주시 서해안로 248 1층,064-711-9892,","
한식,임금님밥상,제주특별자치도 제주시 오광로 128 1층,064-747-2798,",,"
한식,오롯,제주특별자치도 제주시 신설로11길 2-10 1층,,",,"
한식,형돈,제주특별자치도 제주시 구남로 22 1층,064-753-2004,",,"
"해물,생선",시골길,제주특별자치도 제주시 연동13길 9,064-743-1196,","
"육류,고기",애월그때그집,제주특별자치도 제주시 애월읍 애월해안로 97 1층,064-799-9229,","
한식,대우정,제주특별자치도 제주시 서사로 152,064-757-9662,",,"
국수,남춘식당,제주특별자치도 제주시 청귤로 12,064-702-2588,",,"
냉면,산방식당 제주점,제주특별자치도 제주시 구남로8길 10-5,064-722-2165,",,"
"불고기,두루치기",오현돼지불백,제주특별자치도 제주시 성지로 58-2,064-724-2861,","
"육류,고기",시청그때그집,제주특별자치도 제주시 동광로1길 11 1층,064-702-9244,","
해장국,골목,제주특별자치도 제주시 조천읍 함덕7길 6-14,064-784-5511,",,"
한식,미스칠,제주특별자치도 제주시 일주서로 7831,064-748-8007,",,"
한식,충민정,제주특별자치도 제주시 남성로 26-1,064-702-1337,",,"
삼겹살,제주육대표,제주특별자치도 제주시 일주서로 7895,064-747-0092,",,"
한식,연정식당,제주특별자치도 제주시 신광로10길 29,064-747-3959,",,"
국수,장수물식당,제주특별자치도 제주시 연문2길 18,064-749-0367,",,"
한식,옥만이네,제주특별자치도 제주시 한림읍 한림해안로 160 1층,064-796-0736,",,"
"해물,생선",산지물 본점,제주특별자치도 제주시 임항로 26,064-752-5599,","
한정식,정가네밥상,제주특별자치도 제주시 아란서길 110,064-723-7500,",,"
"해물,생선",황해식당,제주특별자치도 제주시 우정로 6 1층,064-747-9737,","
"육류,고기",제주고집,제주특별자치도 제주시 서해안로 368-10,064-745-8660,","
한식,제주국담,제주특별자치도 제주시 신대로12길 17,064-749-7100,",,"
"해물,생선",물항식당 본점,제주특별자치도 제주시 임항로 37-4,064-755-2731,","
"해물,생선",민경이네어등포해녀촌,제주특별자치도 제주시 구좌읍 해맞이해안로 830 1층,064-782-7500,","
한식,우니담,제주특별자치도 제주시 애월읍 고내로13길 107 2층,064-799-5433,",,"
한식,순옥이네명가 함덕점,제주특별자치도 제주시 조천읍 함덕로 6,064-784-4813,",,"
한정식,화목원,제주특별자치도 제주시 연화남길 41,064-748-0023,",,"
한식,백리향,제주특별자치도 제주시 조천읍 신북로 244,064-784-9600,",,"
"해물,생선",신엄해녀의집,제주특별자치도 제주시 애월읍 애월해안로 591,,","
"육류,고기",제주돗,제주특별자치도 제주시 한경면 조수2길 34,0507-1434-0506,","
갈비,제주늘봄,제주특별자치도 제주시 고사마루길 6,064-742-7700,",,"
한식,곱들락,제주특별자치도 제주시 조천읍 함덕18길 19 101호,064-783-0992,",,"
갈비,제주본참숯불갈비,제주특별자치도 제주시 원노형남1길 31,064-747-1705,",,"
해장국,대춘해장국 본점,제주특별자치도 제주시 연북로 398 1층,064-757-7456,",,"
"육류,고기",돈사돈 별관,제주특별자치도 제주시 광평동로 15 1층,064-749-1500,","
한식,토끼와거북이,제주특별자치도 제주시 서해안로 498-6,064-713-4444,",,"
한식,재연식당,제주특별자치도 제주시 구좌읍 세화3길 27-2,064-783-5481,",,"
회,황금어장,제주특별자치도 제주시 사장길 14,064-748-8989,",,"
"육류,고기",더꽃돈 협재점,제주특별자치도 제주시 한림읍 한림로 366 1층,064-796-5393,","
"굴,전복",연미정,제주특별자치도 제주시 구좌읍 세평항로 14,064-784-8856,","
삼겹살,돈향기,제주특별자치도 제주시 관덕로15길 30,064-724-0228,",,"
"육류,고기",정직한돈 협재직영점,제주특별자치도 제주시 한림읍 일주서로 5083 2층,064-796-1998,","
"해물,생선",제주예찬,제주특별자치도 제주시 1100로 2997,064-746-0403,","
한식,순수한둠비,제주특별자치도 제주시 서문로 37-11 1층,064-747-1361,",,"
한식,김지순의낭푼밥상,제주특별자치도 제주시 연동6길 28,064-799-0005,",,"
한식,협재칼국수,제주특별자치도 제주시 한림읍 협재로 3 1층,064-796-8107,",,"
국수,교래손칼국수,제주특별자치도 제주시 조천읍 비자림로 645,064-782-9870,",,"
"매운탕,해물탕",연북로해물탕,제주특별자치도 제주시 연북로 221,064-742-0110,","
한식,뚱보아저씨,제주특별자치도 제주시 한경면 중산간서로 3651,064-772-1112,",,"
"굴,전복",대원가,제주특별자치도 제주시 도남로16길 15 재영샤르빌 101호,064-753-3030,","
회,옹포바다횟집,제주특별자치도 제주시 한림읍 옹포1길 24,064-796-1323,",,"
닭요리,성미가든,제주특별자치도 제주시 조천읍 교래1길 2,064-783-7092,",,"
한식,면뽑는선생 만두빚는아내,제주특별자치도 제주시 한림읍 옹포2길 10 아길라호텔 1층,064-796-4562,",,"
회,산지물 신제주점,제주특별자치도 제주시 신대로10길 53,064-745-5799,",,"
한정식,낭뜰에쉼팡,제주특별자치도 제주시 조천읍 남조로 2343,064-784-9292,",,"
쌈밥,선흘곶,제주특별자치도 제주시 조천읍 동백로 102,064-783-5753,",,"
국수,제주미담,제주특별자치도 제주시 가령로 19,064-753-0043,",,"
"육류,고기",해성도뚜리가든,제주특별자치도 제주시 애월읍 애월해안로 682,064-713-6321,","
"육류,고기",탐라우돈정육식당,제주특별자치도 제주시 다랑곶2길 52 1층,064-744-9933,","
닭요리,서서방숯불닭갈비,제주특별자치도 제주시 신광로 61 1층,064-743-7745,",,"
한식,안녕협재씨,제주특별자치도 제주시 한림읍 협재1길 55,064-796-0624,",,"
"굴,전복",은혜전복,제주특별자치도 제주시 애월읍 애월로1길 24-3,064-799-9060,","
"불고기,두루치기",곤밥2,제주특별자치도 제주시 서부두남길 8,064-759-2918,","
"육류,고기",뽈살집 한림점,제주특별자치도 제주시 한림읍 한림상로 194,064-796-5860,","
해장국,순풍해장국 함덕본점,제주특별자치도 제주시 조천읍 신북로 604 1층,064-782-8866,",,"
한식,담다,제주특별자치도 제주시 한림읍 협재4길 8,064-796-0054,",,"
회,바다풍경,제주특별자치도 제주시 서해안로 654,064-711-7992,",,"
해장국,모이세해장국 본점,제주특별자치도 제주시 연북로 221,064-746-5128,",,"
한정식,으뜨미,제주특별자치도 제주시 구좌읍 중산간동로 2287 1층,064-784-4820,",,"
"육류,고기",램하우스,제주특별자치도 제주시 조천읍 교래1길 45,064-782-7575,","
"육류,고기",연리지가든,제주특별자치도 제주시 한경면 두조로 190-20 다동 1층,,","
"육류,고기",알동네집,제주특별자치도 제주시 한경면 연명로 543,064-772-3337,","
갈비,애월찜,제주특별자치도 제주시 애월읍 애월해안로 454-5,064-799-7496,",,"
국수,제주올래국수,제주특별자치도 제주시 월성로 39,064-711-7711,",,"
한식,종달수다뜰,제주특별자치도 제주시 구좌읍 용눈이오름로 8,064-782-1259,",,"
"육류,고기",포도원흑돼지,제주특별자치도 제주시 1100로 3155,064-745-0880,","
갈비,도갈비,제주특별자치도 제주시 한라대학로 85 1층,064-712-5330,",,"
"해물,생선",아기해녀의집,제주특별자치도 제주시 애월읍 금성5길 42-15 1층,064-799-5307,","
회,협재해녀의집,제주특별자치도 제주시 한림읍 협재3길 19,064-796-7773,",,"
순대,광명식당,제주특별자치도 제주시 동문로4길 9,064-757-1872,",,"
회,삼미횟집,제주특별자치도 제주시 도두항서5길 1,064-713-6400,",,"
"육류,고기",도민상회,제주특별자치도 제주시 한림읍 한림로3길 8,064-796-0795,","
국수,노형삼대국수회관,제주특별자치도 제주시 노형13길 11,064-722-3366,",,"
회,삼다도횟집 본점,제주특별자치도 제주시 서해안로 572,064-711-7085,",,"
"굴,전복",제주하복,제주특별자치도 제주시 애월읍 애월북서길 52 2층,070-4543-2720,","
한식,제갈양,제주특별자치도 제주시 한림읍 한림로 155,064-796-9933,",,"
"육류,고기",흑본오겹 함덕점,제주특별자치도 제주시 조천읍 신북로 454,064-726-7786,","
"육류,고기",탐라가든,제주특별자치도 제주시 서사로 51,064-757-5187,","
한식,슬슬슬로우,제주특별자치도 제주시 구좌읍 덕행로 207 1층,010-9261-9284,",,"
한식,돈사돈 월정점,제주특별자치도 제주시 구좌읍 한동북1길 29-3 1층,064-784-9289,",,"
한식,돌하르방식당 본점,제주특별자치도 제주시 신산로11길 53,064-752-7580,",,"
"해물,생선",복집식당,제주특별자치도 제주시 비룡길 5,064-722-5503,","
"육류,고기",저팔계깡통연탄구이 본관,제주특별자치도 제주시 조천읍 신북로 531,064-783-1950,","
국수,삼대국수회관 신제주점,제주특별자치도 제주시 신대로20길 32,064-747-9493,",,"
"육류,고기",귤품은흑돼지 제주공항점,제주특별자치도 제주시 도두항서길 42 2층,0507-1311-4990,","
한식,참솔,제주특별자치도 제주시 애월읍 유수암평화5길 21,064-799-6638,",,"
한식,뚱딴지,제주특별자치도 제주시 애월읍 부룡수길 17,064-799-2085,",,"
"해물,생선",잠녀해녀촌,제주특별자치도 제주시 조천읍 조함해안로 410,064-782-6769,","
해장국,미풍해장국 신제주점,제주특별자치도 제주시 선덕로 2,064-749-6776,",,"
한식,덤장,제주특별자치도 제주시 용문로 48,064-713-0550,",,"
회,만배회센타,제주특별자치도 제주시 국기로2길 2-9,064-742-2553,",,"
"육류,고기",명리동식당 애월점,제주특별자치도 제주시 애월읍 애월해안로 384-8,064-799-5888,","
한식,마마무말가든,제주특별자치도 제주시 아연로 157,064-724-2992,",,"
"육류,고기",돈대장,제주특별자치도 제주시 흥운길 24-1,,","
갈비,순창갈비,제주특별자치도 제주시 신광로4길 11,064-742-6440,",,"
한정식,수복강녕,제주특별자치도 제주시 선덕로3길 40,064-744-3564,",,"
"해물,생선",논짓물,제주특별자치도 제주시 신대로12길 41,064-711-8090,","
회,곽지해녀의집,제주특별자치도 제주시 애월읍 곽지11길 27,064-799-1472,",,"
한식,어박사 한림본점,제주특별자치도 제주시 한림읍 한림로 564 1층,064-796-0018,",,"
"육류,고기",칠돈가 공항직영점,제주특별자치도 제주시 신대로 144,064-747-9092,","
"육류,고기",오멍가멍흑돼지,제주특별자치도 제주시 오광로 73,064-744-5952,","
"육류,고기",바다를본돼지 노형점,제주특별자치도 제주시 정존15길 42,064-747-9242,","
회,태하횟집,"제주특별자치도 제주시 동한두기길 31-2 1, 2층",064-751-5530,","
한식,뜰에,제주특별자치도 제주시 애월읍 애월로11길 23-1,064-799-1479,",,"
설렁탕,오가네 전복설렁탕 함덕점,제주특별자치도 제주시 조천읍 조함해안로 496 2층,064-783-9297,",,"
"족발,보쌈",바로족발보쌈,제주특별자치도 제주시 진군1길 25,064-744-5585,","
"육류,고기",두툼한고기돈돼지,제주특별자치도 제주시 조천읍 함덕19길 3 1층,064-784-9092,","
"불고기,두루치기",휘도명가,제주특별자치도 제주시 고마로 143 1층,064-757-3866,","
회,전망대횟집,제주특별자치도 제주시 한림읍 한림해안로 229-14,064-796-7308,",,"
"육류,고기",모메존흑돼지,제주특별자치도 제주시 구좌읍 세화1길 17 1층,064-756-0332,","
국수,삼대전통고기국수,제주특별자치도 제주시 신대로5길 17,064-748-7558,",,"
한식,선흘방주할머니식당,제주특별자치도 제주시 조천읍 선교로 212,064-783-1253,",,"
한식,수영밥상 본점,제주특별자치도 제주시 우령안1길 29-1 1층,064-747-7778,",,"
한식,오누이,"제주특별자치도 제주시 구좌읍 해맞이해안로 972 1,2층",064-782-6801,","
한식,오름나그네,제주특별자치도 제주시 조천읍 선교로 525,064-784-2277,",,"
장어,제주통큰장어,제주특별자치도 제주시 청귤로3길 50,064-759-0009,",,"
"육류,고기",솔지식당 시청점,제주특별자치도 제주시 광양13길 14,064-725-2929,","
"육류,고기",제주영롱가,제주특별자치도 제주시 인다15길 16,064-751-8892,","
"육류,고기",교래흑돼지 본점,제주특별자치도 제주시 조천읍 교래4길 73,064-784-6338,","
"육류,고기",한라축산정육식당,제주특별자치도 제주시 1100로 3128,064-745-5757,","
"굴,전복",제주옥편,제주특별자치도 제주시 애월읍 애월로 11 1층,064-799-6002,","
"육류,고기",검은쇠몰고오는,제주특별자치도 제주시 신대로20길 27,064-712-1692,","
회,해송수산물회센타,제주특별자치도 제주시 애월읍 애월로11길 23,064-799-1662,",,"
"육류,고기",태백산 제주본점,제주특별자치도 제주시 도공로 154-12,064-744-0001,","
"육류,고기",제주홍돈 본점,제주특별자치도 제주시 한림읍 한림로3길 10-12,064-796-2250,","
한정식,교래퐁낭,제주특별자치도 제주시 조천읍 남조로 1773,064-782-9699,",,"
한정식,용담밭담,제주특별자치도 제주시 서천길 16 1층,064-742-7856,",,"
한식,화성식당,제주특별자치도 제주시 일주동로 383,064-755-0285,",,"
한식,넉둥베기,제주특별자치도 제주시 서문로 9-1,064-743-2585,",,"
"해물,생선",문쏘,제주특별자치도 제주시 한림읍 한림상로 15-5 1층,064-796-4055,","
"육류,고기",칠돈가 함덕점,제주특별자치도 제주시 조천읍 함와로 12,064-783-9092,","
"곱창,막창",규태네양곱창 본점,제주특별자치도 제주시 노연로 55,064-747-6862,","
해장국,김서방재첩해장국,제주특별자치도 제주시 원노형6길 27,064-711-3625,",,"
"해물,생선",용두암해촌,제주특별자치도 제주시 서해안로 614,064-742-1516,","
"해물,생선",동복뚝배기,제주특별자치도 제주시 구좌읍 동복로 30-2 1층,064-782-7200,","
한식,앞뱅디식당,제주특별자치도 제주시 선덕로 32,064-744-7942,",,"
해장국,백성원해장국 본점,제주특별자치도 제주시 동광로4길 1,064-724-0792,",,"
"육류,고기",운산식당,제주특별자치도 제주시 북성로 28,064-758-0330,","
"해물,생선",남원바당,제주특별자치도 제주시 천수로8길 7,064-755-3388,","
국수,희야국수,제주특별자치도 제주시 다호5길 11 1층,064-748-7740,",,"
"해물,생선",독개물항,제주특별자치도 제주시 한림읍 한림로 478,064-796-3966,","
"육류,고기",코시롱,제주특별자치도 제주시 애월읍 애월해안로 656 유니호텔 야외가든,064-741-5002,","
"육류,고기",흑돼지가있는풍경 본점,제주특별자치도 제주시 진군남4길 7-8,064-742-1108,","
"매운탕,해물탕",삼성혈해물탕 1호점,제주특별자치도 제주시 도두항서7길 23,064-749-5200,","
한식,바다제비,제주특별자치도 제주시 한림읍 한림로 640,070-7797-4548,",,"
두부전문점,일품순두부 연동점,제주특별자치도 제주시 도령로 64,064-711-0407,",,"
"곱창,막창",제주곱,제주특별자치도 제주시 신대로16길 42,064-712-7592,","
한식,이모밥상,제주특별자치도 제주시 연북로 173,064-744-1733,",,"
한식,회춘,제주특별자치도 제주시 조천읍 신북로 489,064-782-0853,",,"
한식,인생밥집,제주특별자치도 제주시 한림읍 문교길 6,010-6501-5073,",,"
해장국,대춘해장국 노형점,제주특별자치도 제주시 원노형로 11 1층,064-753-7456,",,"
"굴,전복",소섬전복,제주특별자치도 제주시 우도면 우도해안길 1158,064-782-0062,","
"육류,고기",생돈우리 본점,제주특별자치도 제주시 우평로 38,064-713-5525,","
"육류,고기",도민상회 월정점,제주특별자치도 제주시 구좌읍 행원로1길 32-3,064-782-3337,","
국수,진진,제주특별자치도 제주시 선덕로5길 19,064-742-6963,",,"
한식,단소,제주특별자치도 제주시 애월읍 애월로 139-4,070-8018-7178,",,"
한식,참좋은해물라면 애월,제주특별자치도 제주시 애월읍 애월해안로 724 1층,064-745-0080,",,"
"육류,고기",돈사촌 본점,제주특별자치도 제주시 서사로 7,064-722-9285,","
해장국,삼일식당,제주특별자치도 제주시 한림읍 한림상로 92,064-796-3136,",,"
회,청파식당횟집,제주특별자치도 제주시 구좌읍 세평항로 12 1층,064-784-7775,",,"
해장국,은희네해장국 삼화점,제주특별자치도 제주시 화삼로1길 16,064-752-3517,",,"
국수,애월집,제주특별자치도 제주시 애월읍 애월해안로 690,064-745-7024,",,"
"해물,생선",갈치공장,제주특별자치도 제주시 구좌읍 해맞이해안로 1296,064-772-5577,","
한식,슬기식당,제주특별자치도 제주시 사라봉7길 36,064-757-3290,",,"
한식,임순이네,제주특별자치도 제주시 애월읍 곽지1길 26-7,064-799-3919,",,"
"육류,고기",88돼지,제주특별자치도 제주시 제원길 7,064-711-9947,","
"육류,고기",칠돈가 별관,제주특별자치도 제주시 남성로 43,064-757-9092,","
"육류,고기",대돈,제주특별자치도 제주시 관덕로15길 29,064-757-7400,","
한식,꽃밥,제주특별자치도 제주시 애월읍 일주서로 6059,064-799-4939,",,"
"찌개,전골",더애월 본점,제주특별자치도 제주시 애월읍 하가로 159,064-799-8522,","
한식,부원뚝배기,제주특별자치도 제주시 한림읍 일주서로 5608 지하1층,064-796-4060,",,"
한식,제주올레냉면 제주본점,제주특별자치도 제주시 광평동로 19 1층,064-742-1239,",,"
"육류,고기",육고깃집,제주특별자치도 제주시 한림읍 한림중앙로 34,064-796-4222,","
한식,연우네,제주특별자치도 제주시 은수길 110,064-712-5646,",,"
한식,복닥키친,제주특별자치도 제주시 진군3길 19 1층,064-742-4342,",,"
한식,효섬마을초가집,제주특별자치도 제주시 명림로 243,064-725-7750,",,"
회,오늘도회는뜬다 1호점,"제주특별자치도 제주시 조천읍 함덕13길 1-1 1,2층",064-783-6636,","
"해물,생선",바당조배기,제주특별자치도 제주시 서해안로 155,064-747-1585,","
해장국,제주세호해장국 제주본점,제주특별자치도 제주시 원노형3길 39,010-3085-2918,",,"
"육류,고기",도남오거리식당,제주특별자치도 제주시 도남로6길 16,064-757-9118,","
국수,하르방밀면 노형점,제주특별자치도 제주시 수덕9길 67,064-712-5000,",,"
한식,고사리식당,제주특별자치도 제주시 조천읍 번영로 1680,064-783-6564,",,"
회,함덕대박횟집,제주특별자치도 제주시 조천읍 조함해안로 441,064-782-6113,",,"
"해물,생선",제주정지,"제주특별자치도 제주시 서해안로 480 1,2층",064-711-0810,
회,용출횟집,제주특별자치도 제주시 서해안로 660,064-742-9244,",,"
회,김녕오라이,제주특별자치도 제주시 구좌읍 김녕로21길 21,064-747-8174,",,"
한식,어가,제주특별자치도 제주시 1100로 3213-8,064-749-0081,",,"
국수,곽지국시,제주특별자치도 제주시 애월읍 일주서로 6027,064-799-5070,",,"
"육류,고기",봉성식당,제주특별자치도 제주시 애월읍 봉성로 66,064-799-0011,","
"해물,생선",제주해물밥,제주특별자치도 제주시 월대3길 14-6,064-746-5755,","
회,모살물 2호점,제주특별자치도 제주시 삼무로9길 24,064-713-0300,",,"
회,엄마손횟집,제주특별자치도 제주시 연동3길 35,064-747-0317,",,"
"곱창,막창",제주정곱창,제주특별자치도 제주시 은남4길 31,064-713-3293,","
"육류,고기",백번가든,제주특별자치도 제주시 애월읍 애월로 120,064-799-6900,","
"육류,고기",웃뜨르우리돼지,제주특별자치도 제주시 한경면 연명로 2,064-772-5992,","
국수,갱이네보말칼국수,제주특별자치도 제주시 구남로4길 18,064-753-6042,",,"
"육류,고기",엄지흑돼지,제주특별자치도 제주시 애월읍 일주서로 6701,064-799-0013,","
국수,동진식당,제주특별자치도 제주시 동문로 16,064-757-0427,",,"
국수,제주한면가,제주특별자치도 제주시 조천읍 북선로 373,064-782-3358,",,"
회,제주서문수산,제주특별자치도 제주시 서문로4길 13-2 서문공설시장 1073호,064-722-3021,",,"
한식,함덕마당,제주특별자치도 제주시 조천읍 조함해안로 586 1층,064-783-2111,",,"
"해물,생선",바당지기,제주특별자치도 제주시 구좌읍 해맞이해안로 480 1층,064-784-6258,","
한식,현옥식당,제주특별자치도 제주시 서광로2길 35,064-757-3439,",,"
한식,정성듬뿍제주국,제주특별자치도 제주시 무근성7길 16 1층,064-755-9388,",,"
"해물,생선",누룽지식당,제주특별자치도 제주시 고산동산6길 15-1,064-724-6665,","
"육류,고기",한림칠돈가,제주특별자치도 제주시 한림읍 한림상로 69,064-749-5601,","
"육류,고기",흑소랑,제주특별자치도 제주시 연북로 631,064-726-9966,","
한정식,천리식당,제주특별자치도 제주시 구좌읍 송당6길 30,010-4168-5650,",,"
한정식,뜰향기,제주특별자치도 제주시 조천읍 남조로 2326,064-782-9449,",,"
"육류,고기",저팔계깡통숯불구이,제주특별자치도 제주시 조천읍 신북로 523,064-783-8788,","
"육류,고기",연탄과친한돼지,제주특별자치도 제주시 원노형로 61,064-744-1516,","
한식,순희뽀글이정식,제주특별자치도 제주시 공설로 27-1,064-755-7441,",,"
국수,교래곶자왈손칼국수,제주특별자치도 제주시 조천읍 비자림로 631,064-782-9919,",,"
"게,대게",제주대게회타운,제주특별자치도 제주시 서해안로 638,064-747-9289,","
"육류,고기",도치돌한우숯불,제주특별자치도 제주시 애월읍 천덕로 440-1,064-799-1415,","
"족발,보쌈",하루방보쌈 제주본점,제주특별자치도 제주시 중앙로2길 9,064-752-7890,","
"육류,고기",뱃도새기 흑돼지 제주함덕점,제주특별자치도 제주시 조천읍 함와로 7 1층,064-784-8668,","
회,김녕해녀촌,제주특별자치도 제주시 구좌읍 김녕로21길 25,064-783-4986,",,"
"육류,고기",칠사돈,제주특별자치도 제주시 애월읍 애월해안로 906 1층,064-748-3366,","
갈비,정담,제주특별자치도 제주시 구남로8길 6,064-758-2334,",,"
"굴,전복",안녕전복,제주특별자치도 제주시 관덕로 3,064-751-4716,","
"해물,생선",제주마음,제주특별자치도 제주시 원노형3길 13 1층,,","
한식,장모식탁,제주특별자치도 제주시 연신로 51 1층,064-805-7158,",,"
한식,부두식당,제주특별자치도 제주시 애월읍 애월로13길 21,064-799-0029,",,"
"해물,생선",등대와바당,제주특별자치도 제주시 도두항서길 37,064-743-0551,","
"해물,생선",대문집,제주특별자치도 제주시 한림읍 한림로 484,064-796-3770,","
"육류,고기",돔베돈,제주특별자치도 제주시 관덕로15길 25,064-753-0008,","
"족발,보쌈",제라한보쌈,제주특별자치도 제주시 정존1길 33,064-745-2933,","
두부전문점,순두부엔짬뽕,제주특별자치도 제주시 통물길 30,,",,"
한식,금능낙원,제주특별자치도 제주시 한림읍 금능길 27,064-796-6175,",,"
해장국,은희네해장국 외도점,제주특별자치도 제주시 우정로15길 42-8,064-751-0920,",,"
"육류,고기",더육정육식당,제주특별자치도 제주시 노형3길 3 1층,064-742-9000,","
회,바당한그릇,제주특별자치도 제주시 애월읍 애월해안로 552-3 1층,064-799-8022,",,"
냉면,대광식당,제주특별자치도 제주시 중앙로23길 9,064-758-7768,",,"
한정식,탐라반상,제주특별자치도 제주시 한경면 녹차분재로 462,0507-1337-2070,",,"
"육류,고기",애월리식당,제주특별자치도 제주시 애월읍 애월해안로 907 1층,064-711-3733,","
회,옹포횟집,제주특별자치도 제주시 한림읍 옹포2길 10,064-796-0103,",,"
"육류,고기",마리조아 본점,제주특별자치도 제주시 삼봉로 99 1층,064-756-5257,","
"육류,고기",고향흑돼지,제주특별자치도 제주시 한림읍 한림해안로 29,064-796-6426,","
국수,옛날국수집,제주특별자치도 제주시 애월읍 하귀로 56,064-711-8174,",,"
"육류,고기",구이사이식당,제주특별자치도 제주시 애월읍 신엄9길 2,064-799-9242,","
"굴,전복",어우늘,제주특별자치도 제주시 연북로 222,064-743-5131,","
"해물,생선",도라지식당,제주특별자치도 제주시 연삼로 128,064-722-3142,","
"육류,고기",차돌집,제주특별자치도 제주시 신대로10길 29,064-747-8976,","
한식,요술식탁,제주특별자치도 제주시 관덕로6길 10 1층,,",,"
오리,작은바람,제주특별자치도 제주시 연신로 141,,",,"
국수,협재국수가게,제주특별자치도 제주시 한림읍 한림로 332-1,064-794-1894,",,"
회,해모루,제주특별자치도 제주시 월랑로4길 6,064-747-2522,",,"
회,남또리횟집,제주특별자치도 제주시 애월읍 애월해안로 384,064-799-1711,",,"
한식,담아래,제주특별자치도 제주시 수목원길 23,064-738-5917,",,"
"해물,생선",동카름,제주특별자치도 제주시 조천읍 신촌9길 40-3 1층,064-784-6939,","
"육류,고기",돼지굽는정원,제주특별자치도 제주시 한림읍 협재2길 8-7 1층,064-796-7531,","
"육류,고기",별돈별 협재해변점,제주특별자치도 제주시 한림읍 협재1길 4 2층,064-796-5895,","
회,해녀와바다,제주특별자치도 제주시 도두항서길 26 가동 2층,064-713-0040,",,"
"굴,전복",풍차와전복,제주특별자치도 제주시 한경면 두모5길 59 1층,064-773-0118,","
국수,늘소담,제주특별자치도 제주시 탑동로 31-3,064-757-1325,",,"
회,해녀식당,제주특별자치도 제주시 구좌읍 동복로 5,064-783-4141,",,"
두부전문점,일품순두부 제주본점,제주특별자치도 제주시 광평동로 25 1층,064-711-2547,",,"
한식,바당고지,제주특별자치도 제주시 한림읍 협재로 6 1층,064-796-7553,",,"
국수,사려니국수,제주특별자치도 제주시 조천읍 남조로 1732,064-782-9056,",,"
"굴,전복",로뎀가든,제주특별자치도 제주시 우도면 우도해안길 264,064-782-5501,","
국수,꽁순이네,제주특별자치도 제주시 애월읍 중산간서로 5642,064-799-1300,",,"
국수,파도식당,제주특별자치도 제주시 성지로 68-1,064-753-3491,",,"
한식,김만덕객주,제주특별자치도 제주시 임항로 68,064-727-8800,",,"
국수,평대성게국수,제주특별자치도 제주시 구좌읍 해맞이해안로 1172,,",,"
"육류,고기",제주돈아 고내점,제주특별자치도 제주시 애월읍 애월해안로 212-1,,","
한식,고불락,제주특별자치도 제주시 애월읍 고내로7길 45-12,064-799-0393,",,"
"해물,생선",파도소리해녀촌,제주특별자치도 제주시 우도면 우도해안길 510,064-782-0515,","
"육류,고기",함덕흑돼지연탄구이,제주특별자치도 제주시 조천읍 신북로 535 1층,064-782-2282,","
국수,금복식당,제주특별자치도 제주시 동문로 16,064-757-6055,",,"
한식,햇살가득돌담집,제주특별자치도 제주시 조천읍 함대로 25-1,064-784-2200,",,"
"육류,고기",칠돈가 유수암점,제주특별자치도 제주시 애월읍 유수암평화5길 8,064-799-1577,","
"해물,생선",협재해물라면 쪼꼴락상회,제주특별자치도 제주시 한림읍 협재4길 9,010-4653-1666,","
국수,가담국수,제주특별자치도 제주시 월랑로10길 21,064-749-7724,",,"
"육류,고기",연돈가,제주특별자치도 제주시 애월읍 평화로 2346 별관,064-712-0111,","
회,사방팔방,제주특별자치도 제주시 우정로10길 12,064-743-4080,",,"
"해물,생선",춘심이네 2호점,제주특별자치도 제주시 1100로 3114 1층,064-711-4020,","
국수,제주어멍국수 본점,제주특별자치도 제주시 선덕로3길 28 1층,064-712-6999,",,"
회,일미도,제주특별자치도 제주시 구좌읍 면수길 52-1,064-784-1788,",,"
"해물,생선",두루두루식당,제주특별자치도 제주시 삼무로3길 14,064-744-9711,","
조개,뚱보조개,제주특별자치도 제주시 서광로28길 53,064-752-0575,",,"
"해물,생선",만민식당,제주특별자치도 제주시 한림읍 중산간서로 4618-1,,","
"해물,생선",우도물들이 해녀의집,제주특별자치도 제주시 우도면 우도해안길 572,010-4374-7726,","
한식,코시롱,제주특별자치도 제주시 노형1길 12-2,064-742-2253,",,"
해장국,모이세해장국 중앙점,제주특별자치도 제주시 관덕로6길 11,064-758-3555,",,"
한식,안녕제주,제주특별자치도 제주시 조천읍 함덕18길 19 1층,064-784-2467,",,"
한식,예향정 제주점,제주특별자치도 제주시 신설로11길 2-9,064-727-2777,",,"
"육류,고기",세화그때그집,제주특별자치도 제주시 구좌읍 세평항로 43 1층,064-783-9244,","
"해물,생선",제주오름과바당,제주특별자치도 제주시 한경면 녹차분재로 531,064-772-7778,","
"해물,생선",손맛촌,제주특별자치도 제주시 조천읍 비자림로 661,0507-1476-3375,","
회,다미회,제주특별자치도 제주시 동광로2길 9-4,064-722-0726,",,"
