카페,카페봄봄 서귀포점,제주특별자치도 서귀포시 동홍서로 47,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_962309851
커피전문점,메가커피 서귀포효돈점,제주특별자치도 서귀포시 일주동로 8088 1층,064-767-7778,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F394FFD0148D9428B83ACFCD6E643C04C
커피전문점,메가커피 제주동홍중앙점,제주특별자치도 서귀포시 태평로 488,,
카페,새벽노을,제주특별자치도 서귀포시 남원읍 위미해안로 18 1층,010-6557-0263,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F017CBCDFE2524AF9A32E8A3DF9A28647
커피전문점,메가커피 제주516도로점,제주특별자치도 서귀포시 516로 188,064-733-1494,
커피전문점,더벤티 서귀포중문점,제주특별자치도 서귀포시 천제연로 268,064-739-2287,
분류,이름,주소,전화번호,대표사진주소
카페,콜로세움카페,제주특별자치도 제주시 민오름길 14,064-744-8889,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalad_thumb%2Ft%2F9323402b0c9ed3c168edb03d6401cc5df8d43d97
카페,카페라라라,제주특별자치도 제주시 구좌읍 해맞이해안로 1430 1층,0507-1331-0464,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalad_thumb%2Ft%2Ffd1b105b4997dc14d97ff84ec90bf5dfd1ed0bda
카페,드리넘넘,제주특별자치도 제주시 구좌읍 해맞이해안로 508-1,064-784-2300,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F3A90D784E4D44029BC28E9C6E1A25330
카페,델문도,제주특별자치도 제주시 조천읍 조함해안로 519-10 1층,064-702-0007,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F259A66EF66D64AA690A3E3384730383A
디저트카페,우무,제주특별자치도 제주시 한림읍 한림로 542-1,010-6705-0064,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F66DA414DB01D4C6EBAB01C6DDDC60345
카페,새빌,제주특별자치도 제주시 애월읍 평화로 1529,064-794-0073,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_2088047632
디저트카페,카페나모나모,제주특별자치도 제주시 도두봉6길 4 1~4층,064-713-7782,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F592F692B0A7C4BC3862372BE39873E59
카페,애월더선셋,제주특별자치도 제주시 애월읍 일주서로 6111 A동 지하1층,064-799-5943,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F253F193B560B3EAE06
디저트카페,하이엔드제주,제주특별자치도 제주시 애월읍 애월북서길 56,070-4548-4433,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_1514370308
커피전문점,울트라마린,제주특별자치도 제주시 한경면 일주서로 4611 지하1층,064-803-0414,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_1387599549
카페,공백,제주특별자치도 제주시 구좌읍 동복로 83,064-783-0015,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F2EF85D9184A34A7AB7548A5AAE965A6A
카페,명월국민학교,제주특별자치도 제주시 한림읍 명월로 48,070-8803-1955,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FD59DBF7AA62E4E81862D6100A9A7EB23
카페,카페더콘테나,제주특별자치도 제주시 조천읍 함와로 513,0507-1338-5130,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F75A65482D83B40CE9B3A27149B9F1D76
카페,몽상드애월,제주특별자치도 제주시 애월읍 애월북서길 56-1,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F96CDE0C292C248378381F3E8B11ADCD8
커피전문점,앤트러사이트 제주한림점,제주특별자치도 제주시 한림읍 한림로 564,064-796-7991,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FBDCAC8C1493341D3915CE1AE0302A424
카페,앙뚜아네트 용담점,제주특별자치도 제주시 서해안로 671,064-713-2220,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FCC55CF41813648819E73D14267188DC7
카페,카페록록,제주특별자치도 제주시 구좌읍 하도서문길 41 1층,064-782-0714,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F278D58C0313044F3AA539CCE9B330A2C
카페,외도339,제주특별자치도 제주시 일주서로 7345 1층,064-748-0339,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F414FBB1E22704EF2859E1B08BFB4EE9A
디저트카페,클랭블루,제주특별자치도 제주시 한경면 한경해안로 552-22,010-8720-5338,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalad_thumb%2Ft%2F8511900bca7a1eef4822342dfc2dbf6133ad90bc
카페,마틸다,제주특별자치도 제주시 애월읍 고내1길 33 1층,064-799-3629,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8294AFC19E2D4374B591469DCC9896FD
카페,카페라라라,제주특별자치도 제주시 구좌읍 해맞이해안로 1430 1층,0507-1331-0464,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalad_thumb%2Ft%2Ffd1b105b4997dc14d97ff84ec90bf5dfd1ed0bda
카페,커피템플,제주특별자치도 제주시 영평길 269 1층,070-8806-8051,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FFCCE76C91D4E4678AB2509943AD51C94
카페,레이지펌프,제주특별자치도 제주시 애월읍 애월북서길 32,010-2936-8732,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F1F907122236E4CC5A99BCA9F899E1883
커피전문점,인그리드,제주특별자치도 제주시 서해안로 64,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F59DA79DE4C6E47868AB9B50E127EF527
디저트카페,제주바솔트,제주특별자치도 제주시 가령골3길 6 1층,064-721-7625,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F03B8AF5AA8F74CE89F916677A01BA244
카페,썬셋클리프,제주특별자치도 제주시 애월읍 애월로1길 19-8,064-799-4040,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F99EEE4C723274F2786F1A3BC2690F21F
카페,제레미,제주특별자치도 제주시 애월읍 애월로 106-1,070-7717-6857,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FEAF70099F4D94239BFB13008B9C5E8B6
디저트카페,구좌상회 작업실,제주특별자치도 제주시 조천읍 선교로 198-5,010-6600-6648,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F3DADF757696A484B8F3FF2C434A2DD56
카페,지금이순간,제주특별자치도 제주시 애월읍 애월로 15-1,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F8A7980EB781546929ACADCF8E8381261
카페,카페브리프,제주특별자치도 제주시 애월읍 광성로 76,064-711-5507,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_1749345414
카페,쪼끌락,제주특별자치도 제주시 구좌읍 김녕로21길 21,064-783-3436,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F874B10884D164619A661FBBB4486308E
카페,이너프,제주특별자치도 제주시 애월읍 고성8길 33 1층,064-746-8088,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F536839B57BAA4B52BF2D52C1DC3BEBC2
카페,두갓,제주특별자치도 제주시 해안마을북길 13-39 1층,064-2122-2304,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F37B3B2F2B746499DBC28D9978CE70CB4
카페,미스틱3도,"제주특별자치도 제주시 1100로 2894-49 1,2층",,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F7890578F8EAB44EEB06510EB9EA91922
카페,블랑로쉐,제주특별자치도 제주시 우도면 우도해안길 783,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F1AFD3CB35C884764958B8FE8035075BD
커피전문점,니모메,제주특별자치도 제주시 일주서로 7335-8,064-742-3008,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FA2BAAC9B957D439AAFA75808C69DD7A9
디저트카페,마마롱,제주특별자치도 제주시 애월읍 평화로 2783,064-747-1074,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F56AC4CAD38D347EDBB6A1B7B923923E7
커피전문점,커피파인더,제주특별자치도 제주시 서광로32길 20 1층,064-726-2689,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FE308F8F4EC204FA999619DF12D015441
카페,북촌에가면,제주특별자치도 제주시 조천읍 북촌5길 6,064-752-1507,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F0584E357868D49398296A68A18D214CE
카페,골목카페옥수,제주특별자치도 제주시 애월읍 소길1길 19 1층,,
디저트카페,마음에온,제주특별자치도 제주시 칠성로길 29-1,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F38F757F05CA24D71B9B9ABCF92CE0ABD
카페,카페한라산,제주특별자치도 제주시 구좌읍 면수1길 48,064-783-1522,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F264B4C49F2834435B943BCD48831B3BF
카페,카페 동백,제주특별자치도 제주시 조천읍 동백로 68,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F99A4F2F4EF1D401190B15A3F2077F694
카페,모뉴에트,제주특별자치도 제주시 구좌읍 종달동길 23 1층,010-5746-5316,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F0518652C95B3420B82DD8E09E27D7291
카페,쉼표,제주특별자치도 제주시 한림읍 한림로 359,064-796-7790,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F240E773352A54EFB0A
카페,미쿠니,제주특별자치도 제주시 서흘길 41 1층,010-4104-4478,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalad_thumb%2Ft%2F6a5d120da8603b4a7e6cb16bfc00bf2b0547e0d4
카페,라토커피,제주특별자치도 제주시 광양10길 20,,
테마카페,더로맨틱 내생에가장아름다운날들,제주특별자치도 제주시 조천읍 교래1길 26,064-782-6348,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F9A82174FAAB94B61B359F77CCF2D8C1A
디저트카페,우무 제주시점,제주특별자치도 제주시 관덕로8길 40-1,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FBBEC6D69EC59487BBF7D0ABE6E660D71
커피전문점,그계절,제주특별자치도 제주시 구좌읍 한동로 119,010-3140-3121,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F90E3EE90799146DF84C1838C6833D046
카페,머문,제주특별자치도 제주시 구좌읍 해맞이해안로 460 2층,010-3134-3519,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalad_thumb%2Ft%2F02397281eca4019de55eef019717b731091b672f
카페,본카페 애월,제주특별자치도 제주시 애월읍 애월해안로 179,064-799-5789,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalad_thumb%2Ft%2F3c88d4d6d9374d4212ccdd16529386671367cd68
카페,트라인커피,제주특별자치도 제주시 조천읍 와흘상길 32,010-4198-9794,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F0057ECE4C39340DFA623C242C05E0B68
카페,노고로시,제주특별자치도 제주시 한림읍 대림10길 76-3,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F3F1A86691E4145609825B45E3ABAE217
카페,오엘이에프,제주특별자치도 제주시 조천읍 와흘상길 30,064-752-5020,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F902CB1857B6C4450AE92076E611939D3
카페,그러므로 파트2,제주특별자치도 제주시 노형동 128,070-8844-2984,
카페,에스프레소라운지,"제주특별자치도 제주시 한라대학로 1 1,2층",,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F73CD119A6C52425ABA1DA9F7247CFAED
카페,카페콜라,제주특별자치도 제주시 한림읍 일주서로 5857,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F275C813656566C7F3D
디저트카페,섬타르,제주특별자치도 제주시 다랑곶1길 9,064-744-4467,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_1249336467
카페,우유부단,제주특별자치도 제주시 한림읍 금악동길 38 1층,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F260BFD3B5763A31021
카페,제니의정원,제주특별자치도 제주시 명주길 26-12,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F9A76B03611AF4735886A829D273C56B4
디저트카페,브와두스 베이커리카페 연동점,제주특별자치도 제주시 국기로 35,064-744-4466,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FD5398BAAC694432B9199D86FDB4B6FFA
카페,카페공작소,제주특별자치도 제주시 구좌읍 해맞이해안로 1446,070-4548-0752,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F59C1FFFDF7B548CABF46C12595607536
카페,플랏포커피,제주특별자치도 제주시 원노형5길 27 1층,,
카페,온오프,제주특별자치도 제주시 우도면 우도해안길 876 1층,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F370F21BB3DD54CDBAB7A4E80BA95075A
카페,카페태희,제주특별자치도 제주시 애월읍 곽지3길 27,064-799-5533,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F65D175901C2945548427D55E0FDBB2A7
카페,카페글렌코,"제주특별자치도 제주시 구좌읍 비자림로 1202 가동, 라동",064-783-1144,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F596B5BDB308C4BBC8D3DA38803285581
카페,그초록,제주특별자치도 제주시 구좌읍 행원로7길 23-16,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FF08693B64E0D4761B984DECB570B08A2
커피전문점,스테이위드커피,제주특별자치도 제주시 해안마을5길 29 스테이위드커피,070-4400-5730,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FAB5FD13675844620A5031EC3E72F1F02
카페,모립,제주특별자치도 제주시 애월읍 애월로1길 26-7,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FD33B7995305E41378BE33A992BA07714
커피전문점,블루보틀 제주 카페,제주특별자치도 제주시 구좌읍 번영로 2133-30,02-6212-6998,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F1317D5A9A43143D382E605CDE8256B27
전통찻집,다소니,제주특별자치도 제주시 오남로6길 24,064-752-5533,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F226C7D4652AE698E1C
커피전문점,스타벅스 제주용담DT점,제주특별자치도 제주시 서해안로 380 1층,1522-3232,
커피전문점,스타벅스 제주애월DT점,제주특별자치도 제주시 애월읍 애월해안로 376,1522-3232,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FA887B0E3EDB841DBA9DEDADDF96285FC
카페,요요무문,제주특별자치도 제주시 구좌읍 해맞이해안로 1102 2층,064-784-4217,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F2538B34856DCDECC10
카페,카페바나나 함덕점,제주특별자치도 제주시 조천읍 신북로 491-9,064-783-6061,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F331AA166E92F4663BB7554026D321BB1
디저트카페,카페리,제주특별자치도 제주시 구좌읍 평대2길 39,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_1218665516
디저트카페,어제보다오늘,제주특별자치도 제주시 서해안로 68 1층,064-805-1116,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F88B49B9C87024534ABF55409A49C7122
카페,카페노티드 제주애월,"제주특별자치도 제주시 애월읍 애월로1길 24-9 1, 2층",070-4415-9377,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F187595433B1546FAAFECF1A499CCBACD
커피전문점,스타벅스 제주함덕점,제주특별자치도 제주시 조천읍 조함해안로 522,1522-3232,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F93038E99877C4D44805B69F6189DD4F7
디저트카페,르토아베이스먼트,제주특별자치도 제주시 구좌읍 해맞이해안로 1226,,
카페,모모제이,제주특별자치도 제주시 인다8길 36-1,070-8621-5999,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FE52D123B7ED2428B80C23DE5C502ACC4
커피전문점,프로젝트064다방,제주특별자치도 제주시 신광로4길 13,064-744-0643,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F25122A36555C2AB21D
카페,위더스트래블 칠성점,제주특별자치도 제주시 중앙로5길 4,070-4262-7768,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FD21416B8CA5D4F038AC0B033F9549A03
카페,모래비,제주특별자치도 제주시 구좌읍 해맞이해안로 462 1호,064-782-2306,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalad_thumb%2Ft%2F729c837ed9c4a25932de87edf65941b4ebf4fafa
카페,달빛제주,제주특별자치도 제주시 애월읍 애월해안로 929 가동 2층,010-2851-2214,
디저트카페,망고홀릭 제주본점,제주특별자치도 제주시 삼무로5길 2,064-746-8778,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FF0338AD3394C4BD691401D0D6D36E213
북카페,윈드스톤,제주특별자치도 제주시 애월읍 광성로 272,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F78D03FB99B4D44239CE5DB3B4A0D9D2F
카페,카페그라나다,제주특별자치도 제주시 도공로 86-1,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F750DC2AA3D9F4110971591278919A3CD
카페,노을언덕,제주특별자치도 제주시 서해안로 360,064-712-7898,
카페,73st,제주특별자치도 제주시 해안마을길 73,064-748-7309,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FC93B554182A14C30ABE4F588E392017A
카페,카페유주,제주특별자치도 제주시 한림읍 한림상로 17,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F94B707951360462A88B01BC3ADC03D3C
커피전문점,에이바우트커피 한라대점,제주특별자치도 제주시 한라대학로 39 1~2층,064-747-2555,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FD35DBD55CB714724AA3BCA0DA87A6027
카페,카페진정성 종점,제주특별자치도 제주시 서해안로 124,064-747-7674,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FEA98757B4A014C3AACDE8306EBEDEABB
카페,카페주비,제주특별자치도 제주시 도리로 84 1층,010-6368-7676,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB7BC3096335A427D964FBC67C9136706
커피전문점,빽다방 제주사수본점,제주특별자치도 제주시 서해안로 291-5,064-711-0228,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_52088149
디저트카페,앨리스,제주특별자치도 제주시 서광로32길 36-1 2층,064-702-1179,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F2F8C1680438940C38B718238AFCA5D2A
카페,빠빠라기 신제주점,제주특별자치도 제주시 신광로 45,064-753-2888,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F7915A601003D492681B477122510607F
카페,시루애월,제주특별자치도 제주시 애월읍 하소로 449,010-4191-3667,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F176E70BB7DD94CFDB85837E6597FFE03
카페,바람벽에흰당나귀,제주특별자치도 제주시 구좌읍 동복로 11,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FAFB9D1D7C2B44F2A97511406B5A76103
카페,영국찻집,제주특별자치도 제주시 애월읍 녹근로 19-15,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F7188DA3273C3488198156E4AB4F8C90C
카페,속솜,"제주특별자치도 제주시 구좌읍 해맞이해안로 1655 1, 2층",010-8594-0057,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_353418567
커피전문점,컴플리트커피,제주특별자치도 제주시 국기로4길 1,070-4129-0315,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F254CA43D5538C88504
전통찻집,무상찻집 (휴업중),제주특별자치도 제주시 서광로5길 10,010-9314-6075,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FA3C8B13E42124C63BA5EF8A3F9E0D725
카페,카페세바 (휴업중),제주특별자치도 제주시 조천읍 선흘동2길 20-7,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FB6FEA66BA45B426B9C244DEDCDC2CFF2
카페,ABC베이커리,제주특별자치도 제주시 탑동로 11,064-720-8223,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FB879C6DBEBC24EA08CC352E0E42FF287
카페,슬랩,제주특별자치도 제주시 한림읍 한림로 354 2층,010-5758-5919,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F457F7D3B42364665AF16D24E9FF3AA10
카페,픽스커피 본점,제주특별자치도 제주시 신설로11길 2 1층,064-902-9899,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FA64875B679984F4585D5A14DE9835D20
카페,씨사이드 애월하귀점,제주특별자치도 제주시 애월읍 하귀14길 5-3 1층 1호,010-9932-9072,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FFEC17AA794F049C882114B6E64DC6614
카페,3인칭관찰자시점,"제주특별자치도 제주시 한경면 신창7길 24 A, B동 1층",010-234-5678,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FF68D3EFDC2D448C69D43D560DA5833D6
카페,볕이드는곳벧디,제주특별자치도 제주시 은수길 65 A동,064-746-1541,
카페,풍미독서,제주특별자치도 제주시 구좌읍 세화합전2길 7,064-782-5333,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F40758F3F85934C09AD2630CE7BAABD41
카페,비마이게스트,제주특별자치도 제주시 한림읍 한림로 406 1층,064-796-9612,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F8075EFF2CAC345A7BD8A6ACD3A02BF73
